部屋主,取得日,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント
けんちぃ部屋,2026/05/04,78,ライアーヴェール,ようこそ実力至上主義の教室へ 4th Season 2年生編1学期 ED,ZAQ,ゆに,
黒河部屋,2026/05/04,78,Unraveling love～少しの勇気～,名探偵コナン OP58,倉木麻衣,黒河,
naoo部屋,2026/05/04,78,crossing field,ソードアート・オンライン OP,LiSA,cp,
芝ちゃん部屋,2026/05/04,78,恋はプリズム【パート分け有り※プレミアム版】,イチゴ哀歌～雑で生イキな妹と割り切れない兄～ Tm,あかしゆきと乙倉ゅい,芝ちゃん,
冨塚部屋,2026/05/04,77,飛龍乗雲,戦国†恋姫EX OP,Poston.,SRK,
けんちぃ部屋,2026/05/04,77,【忠臣蔵46+1】 ADABANA -仇華-(cut&コーラス入-on) ／ Duca【ニコカラ動画】,-,,けんちぃ,
黒河部屋,2026/05/04,77,ラブサーチライト,名探偵コナン 異次元の狙撃手(スナイパー) 劇場版第18弾,柴咲コウ,雪兎,
naoo部屋,2026/05/04,77,I will...,ソードアート・オンライン アリシゼーション War of Underworld ED,藍井エイル,ジョージ,
芝ちゃん部屋,2026/05/04,77,【また殺されてしまったのですね、探偵様】「リリテアの歌(修正)」[Ed][リリテア(CV若山詩音)][アニメ][悠季](On-Off),,,ゆーき,
冨塚部屋,2026/05/04,76,Link,アスラクライン ED,angela,富居精市,
けんちぃ部屋,2026/05/04,76,HOLLOW HUNGER,オーバーロードIV OP,OxT,遊び人レベル世界3位,
黒河部屋,2026/05/04,76,Destin Histoire,GOSICK OP,yoshiki*lisa,タカヒロ,
naoo部屋,2026/05/04,76,流星,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン OP,藍井エイル,naoo,
芝ちゃん部屋,2026/05/04,76,Butter-Fly,デジモンアドベンチャー ぼくらのウォーゲーム! OP,和田光司,Kei,
冨塚部屋,2026/05/04,75,Fantastic future,変態王子と笑わない猫。 OP,田村ゆかり,ヒロ,
けんちぃ部屋,2026/05/04,75,MONSTER,ようこそ実力至上主義の教室へ 4th Season 2年生編1学期 OP,藍井エイル,ゆに,
黒河部屋,2026/05/04,75,Everlasting Luv,名探偵コナン OP26,BREAKERZ,ヒロ,
naoo部屋,2026/05/04,75,Re:TrymenT,Re:LieF ～親愛なるあなたへ～ OP,紫咲ほたる,レイフ,
芝ちゃん部屋,2026/05/04,75,BELIEVERS,杖と剣のウィストリア Season 2 OP,ASH DA HERO,サイバードラゴン,
冨塚部屋,2026/05/04,74,Star Trail,GINKA OP,長谷川育美,SRK,
けんちぃ部屋,2026/05/04,74,ポップ・スナック・ジャンクなHUNNY,カナン様はあくまでチョロい ED,あおぎり高校,けんちぃ,
黒河部屋,2026/05/04,74,幾千の迷宮で 幾千の謎を解いて,名探偵コナン OP44,BREAKERZ,黒河,
naoo部屋,2026/05/04,74,キミとルララ【パート分け】,キミとアイドルプリキュア♪ ED2,松岡美里,cp,
芝ちゃん部屋,2026/05/04,74,マイターン,シャドウバースFLAME Ed,黒羽アリス(CV小倉唯),芝ちゃん,
冨塚部屋,2026/05/04,73,YOU GET TO BURNING,機動戦艦ナデシコ OP 1,松澤由実,富居精市,
けんちぃ部屋,2026/05/04,73,Scarlet Ballet,緋弾のアリア OP,May'n,遊び人レベル世界3位,
黒河部屋,2026/05/04,73,世界はあなたの色になる,名探偵コナン 純黒の悪夢(ナイトメア) 劇場版第20弾,B'z,雪兎,
naoo部屋,2026/05/04,73,アイリス,ソードアート・オンライン アリシゼーション ED,藍井エイル,ジョージ,
芝ちゃん部屋,2026/05/04,73,【よわよわ先生】「(パート分け)よわよわ つよつよ みにみに こわこわ」[Ed][鶸村ひより 椋林瑞希 雪下祐樹][アニメ][悠季](On-Off),,,ゆーき,
冨塚部屋,2026/05/04,72,絶対零度,WIND BREAKER OP,なとり,芝ちゃん,
けんちぃ部屋,2026/05/04,72,Radiant【パチンコ・パチスロ搭載曲 パート分け】,eリコリス・リコイル,ClariS,ゆに,
黒河部屋,2026/05/04,72,SUMMER TIME GONE【ニコニコ動画使用】,名探偵コナン OP29,倉木麻衣,ヒロ,
naoo部屋,2026/05/04,72,シルベキコト,姫騎士は蛮族の嫁 ED,sajou no hana,naoo,本ターンよろしくお願いします
芝ちゃん部屋,2026/05/04,72,DAN DAN心魅かれてく【最終回バージョン】,DRAGON BALL GT OP,FIELD OF VIEW,Kei,
冨塚部屋,2026/05/04,71,0700_ショコラに夢中(OnV),,,ヒロ,
けんちぃ部屋,2026/05/04,71,零-zero【-】,スノウボールアース OP,tuki.,けんちぃ,
黒河部屋,2026/05/04,71,グロリアス マインド,名探偵コナン OP21,ZARD,黒河,
naoo部屋,2026/05/04,71,Savage,大賢者リドルの時間逆行 ED,亜咲花,レイフ,よろしくお願いします
芝ちゃん部屋,2026/05/04,71,飛ぶ時,黄泉のツガイ OP,Vaundy,サイバードラゴン,
冨塚部屋,2026/05/04,70,天命,双天†恋姫 -至源の王- OP,AiRI,SRK,
けんちぃ部屋,2026/05/04,70,愛のメディスン,ナースウィッチ小麦ちゃんマジカルて OP 1,桃井はるこ,遊び人レベル世界3位,
黒河部屋,2026/05/04,70,永遠の不在証明,名探偵コナン 緋色の弾丸 劇場版 第24弾,東京事変,雪兎,
naoo部屋,2026/05/04,70,POP IN 2【《Ver2.1》パート分け有り】,【推しの子】 IN,B小町,cp,
芝ちゃん部屋,2026/05/04,70,部屋移動の時間です。,,,システム,
冨塚部屋,2026/05/04,69,DASH,ふしぎ遊戯 IN,佐藤朱美,富居精市,
けんちぃ部屋,2026/05/04,69,もーいーかい?,最強の職業は勇者でも賢者でもなく鑑定士(仮)らしいですよ? ED,ファントムシータ,ゆに,
黒河部屋,2026/05/04,69,遥か、日常の中で,キューティクル探偵因幡 OP,諏訪部順一,タカヒロ,
naoo部屋,2026/05/04,69,CAT'S EYE【2025版 ED】,キャッツ・アイ,Ado,ジョージ,
芝ちゃん部屋,2026/05/04,69,TIME WILL SHINE,D.C.II～ダ・カーポII～ IN,Alchemy+,レイフ,
冨塚部屋,2026/05/04,68,愛故,百千さん家のあやかし王子 Ed,むト,芝ちゃん,
けんちぃ部屋,2026/05/04,68,私へ,物語シリーズ イメージソング,supercell,けんちぃ,
黒河部屋,2026/05/04,68,Revive,名探偵コナン OP25,倉木麻衣,ヒロ,
naoo部屋,2026/05/04,68,閃光【《アニメ映像》】,機動戦士ガンダム 閃光のハサウェイ ED 1,[Alexandros],シュウ,
芝ちゃん部屋,2026/05/04,68,ヒーリングっど♥プリキュアTouch,ヒーリングっど♥プリキュア OP,北川理恵,ジョージ,
冨塚部屋,2026/05/04,67,ぷらねっと☆ばーすと【加古さんリクエスト曲】,俺の妹がこんなに可愛いわけがない。 挿入歌,メルル(CV田村ゆかり),ヒロ,
けんちぃ部屋,2026/05/04,67,【霧尾ファンクラブ】 [OP] FANCLUB ／ Skirt & ODD Foot Works ※パート分け無し暫定 bb311 (On-Off),-,,ブルーベリー,おつかれさまでした
黒河部屋,2026/05/04,67,愛は暗闇の中で,名探偵コナン OP22,ZARD,黒河,
naoo部屋,2026/05/04,67,雨上がりのミライ,探偵オペラ ミルキィホームズ,ミルキィホームズ,naoo,
芝ちゃん部屋,2026/05/04,67,暁に咲く詩,D.C.S.S.～ダ・カーポ セカンドシーズン～ ED,CooRie,芝ちゃん,
冨塚部屋,2026/05/04,66,ROCK ME KISS ME feat. MOTSU【DUOP][PV]】,MFゴースト OP,芹澤優,SRK,
けんちぃ部屋,2026/05/04,66,12-23102(七人のナナ)New Frontier[CS]【水樹奈々】,-,,遊び人レベル世界3位,
黒河部屋,2026/05/04,66,Time after time～花舞う街で～,名探偵コナン 迷宮の十字路(クロスロード) 劇場版第7弾,倉木麻衣,雪兎,
naoo部屋,2026/05/04,66,adrenaline!!!【LIVE映像】,エロマンガ先生 ED,TrySail,遊び人レベル世界3位,
芝ちゃん部屋,2026/05/04,66,レンブラントの光,D.C.II To You ～ダ・カーポ II～トゥーユー Side Episodes OP,yozuca,レイフ,
冨塚部屋,2026/05/04,65,旅立ち,Tales of Eternia THE ANIMATION IM,保志総一朗,富居精市,
けんちぃ部屋,2026/05/04,65,204号室,彼女、お借りします 第5期 ED,なきごと,ゆに,
黒河部屋,2026/05/04,65,みえないストーリー,探偵学園Q ED3,岸本早未,タカヒロ,
naoo部屋,2026/05/04,65,Changing point,魔法少女サイト OP,i☆Ris,サイバードラゴン,
芝ちゃん部屋,2026/05/04,65,勇者王誕生!-究極神話ヴァージョン-,勇者王ガオガイガーFINAL OP 2,遠藤正明,ジョージ,
冨塚部屋,2026/05/04,64,because,最弱テイマーはゴミ拾いの旅を始めました。 Ed,丁,芝ちゃん,
けんちぃ部屋,2026/05/04,64,【左ききのエレン OP】 FUNKIN' BEAUTIFUL(cut&コーラス入-off-on) ／ ALI feat.ZORN_1215,-,,けんちぃ,歌えるかな
黒河部屋,2026/05/04,64,Dream×Dream,[劇場版]名探偵コナン 銀翼の奇術師 ED,愛内里菜,ヒロ,
naoo部屋,2026/05/04,64,せーの_情報処理部 _ゆゆ式_(2ch)_パート分け_bb058,せ,,シュウ,
芝ちゃん部屋,2026/05/04,64,存在,D.C.～ダ・カーポ～ ED2,CooRie,芝ちゃん,
冨塚部屋,2026/05/04,63,Purple sights,竜世紀・魔章 R.C.297 ルリシア TM,辛島美登里,富居精市,
けんちぃ部屋,2026/05/04,63,【キルアオ】 [OP] ATTITUDE ／ aespa ※漫画MVもちょいプラス　bb309 (On-Off),-,,ブルーベリー,
黒河部屋,2026/05/04,63,SPARKLE,名探偵コナン OP56,大黒摩季,黒河,
naoo部屋,2026/05/04,63,燦々デイズ,その着せ替え人形は恋をする OP,スピラ・スピカ,naoo,
芝ちゃん部屋,2026/05/04,63,shiny steps!!【DUO】,D.C.III～ダ・カーポIII～ IN,"三森すずこ,寺川愛美",レイフ,
冨塚部屋,2026/05/04,62,夢にエール!パティシエール♪,夢色パティシエール,,ヒロ,
けんちぃ部屋,2026/05/04,62,BOY MEETS GIRL(DA! DA! DA! REMIX),だぁ!だぁ!だぁ! ED,TRF,遊び人レベル世界3位,
黒河部屋,2026/05/04,62,夢みたあとで,名探偵コナン,GARNET CROW,ゆーき,ラストはガネクロで
naoo部屋,2026/05/04,62,純心,怪盗セイント・テール ED 1,井上昌己,遊び人レベル世界3位,
芝ちゃん部屋,2026/05/04,62,心絵,メジャー OP,ロードオブメジャー,ジョージ,
冨塚部屋,2026/05/04,61,あっちゃこっちゃゲーム,アイドルタイム プリパラ In,虹色にの(CV大地葉),芝ちゃん,
けんちぃ部屋,2026/05/04,61,ノンシナリオ・エチュード,彼女、お借りします 第5期 OP,雨宮天,ゆに,
黒河部屋,2026/05/04,61,2人,金田一少年の事件簿 Ed,ともさかりえ,タカヒロ,
naoo部屋,2026/05/04,61,はじまりのセツナ【ver2】,明日ちゃんのセーラー服 OP,蠟梅学園中等部1年3組,サイバードラゴン,
冨塚部屋,2026/05/04,60,そんな僕らの冒険譚!【DUO3][PV]】,外れスキル《木の実マスター》 ED,TrySail,SRK,
けんちぃ部屋,2026/05/04,60,non stop=lucky days,パチスロ めぞん一刻2 挿入歌,宮崎繭奈,けんちぃ,
黒河部屋,2026/05/04,60,START,カードファイト!! ヴァンガード overDress OP 2,すとぷり,ヒロ,
naoo部屋,2026/05/04,60,Eternal Love 2006,GALAXY ANGEL Ⅱ 絶対領域の扉,,シュウ,
芝ちゃん部屋,2026/05/04,60,ダ・カーポ5 ～メグリメグル世界～【耳コピ】,D.C.5 ～ダ・カーポ5～ OP,yozuca*,レイフ,
冨塚部屋,2026/05/04,59,久遠,鋼鉄三国志 ED,宮野真守,富居精市,
黒河部屋,2026/05/04,59,迷宮のラヴァーズ,名探偵コナン ED2,heath,黒河,
naoo部屋,2026/05/04,59,Special Life!,仮面のメイドガイ,,naoo,
芝ちゃん部屋,2026/05/04,59,未確認飛行船,デジモンアドベンチャー: OP,谷本貴義,ジョージ,
冨塚部屋,2026/05/04,58,めてお☆いんぱくと【加古さんリクエスト曲】,俺の妹がこんなに可愛いわけがない。 挿入歌,田村ゆかり,ヒロ,
けんちぃ部屋,2026/05/04,58,逆様,氷の城壁 ED,ポルカドットスティングレイ,ゆに,
黒河部屋,2026/05/04,58,相思相愛,名探偵コナン 100万ドルの五稜星 劇場版第27弾,aiko,雪兎,
naoo部屋,2026/05/04,58,ギャラクシー☆ばばんがBang!,ギャラクシーエンジェルA OP 1,エンジェル隊,遊び人レベル世界3位,
芝ちゃん部屋,2026/05/04,58,消えないで…,D.C.II S.S. ～ダ・カーポII セカンドシーズン～ Ed,yozuca,芝ちゃん,
冨塚部屋,2026/05/04,57,鬼灯,百千さん家のあやかし王子 Op,神山羊,芝ちゃん,
芝ちゃん部屋,2026/05/04,57,Especially,D.C.II～ダ・カーポII～ IN,橋本みゆき,レイフ,
けんちぃ部屋,2026/05/04,57,業魂REQUIEMER,ゴーストコンサート:missing Songs OP,相葉芹亜(CV.藤寺美徳),和穂,もう一回〜！
黒河部屋,2026/05/04,57,【また殺されてしまったのですね、探偵様】「スターダスト・エウレカ」[Op][多次元制御機構よだか][アニメ][悠季](On-Off),,,ゆーき,一回今期挟みます！
naoo部屋,2026/05/04,57,二つの道,最強の王様、二度目の人生は何をする? Season 2 ED,22/7,サイバードラゴン,
冨塚部屋,2026/05/04,56,MIND EDUCATION[Short Version],新機動戦記ガンダムW BLIND TARGET OP,Misty Eyes,富居精市,
naoo部屋,2026/05/04,56,星座になれたら,ぼっち・ざ・ろっく! IN 08話,"結束バンド,長谷川育美",シュウ,
芝ちゃん部屋,2026/05/04,56,Proud of oneself,BanG Dream! Episode of Roselia OP,Roselia,ジョージ,
けんちぃ部屋,2026/05/04,56,BROKEN IDENTITY,勇者、辞めます OP,鈴木みのり,けんちぃ,
黒河部屋,2026/05/04,56,Mysterious night,金田一少年の事件簿 ED3,R-ORANGE,タカヒロ,
冨塚部屋,2026/05/04,55,咲き薫るもの【DUO3]】,あいりすミスティリア! OP3,Airots,SRK,
naoo部屋,2026/05/04,55,Wish me luck!!!!(パート分け)【ver2】,はるかなレシーブ,大空遥(優木かな)、比嘉かなた(宮下早紀)、トーマス・紅愛(種﨑敦美)、トーマス・恵美理(末柄里恵),naoo,
芝ちゃん部屋,2026/05/04,55,サクライロノキセツ,D.C.S.S.～ダ・カーポ セカンドシーズン～ OP,yozuca,芝ちゃん,
けんちぃ部屋,2026/05/04,55,サムライハート (Some Like It Hot!!),銀魂ED,SPYAIR,Kei,
黒河部屋,2026/05/04,55,everlasting,名探偵コナン ベイカー街(ストリート)の亡霊 劇場版第6弾,B'z,ヒロ,
冨塚部屋,2026/05/04,54,じゃんけんほい!,絆のアリル Ed,#kzn,芝ちゃん,
naoo部屋,2026/05/04,54,ぼなぺてぃーと♥S【パート分け】,ブレンド・S,ブレンド・A(和氣あず未・鬼頭明里・春野杏),遊び人レベル世界3位,
芝ちゃん部屋,2026/05/04,54,サクラキミニエム,D.C.II～ダ・カーポII～ OP,yozuca*,レイフ,
けんちぃ部屋,2026/05/04,54,【春夏秋冬代行者 春の舞】「花筏 feat.夏背(本編3話～4話)」[Ed][Orangestar][アニメ][悠季](On-Off),-,,ゆに,
黒河部屋,2026/05/04,54,RAIZE INSIGHT,名探偵コナン OP56,WANDS,黒河,
冨塚部屋,2026/05/04,53,ピカピカの太陽,学園アリス OP,植田佳奈,ヒロ,
naoo部屋,2026/05/04,53,It's a beautiful story,異世界のんびり農家2 OP,"ルールーシー=ルー(CV:下地紫野),ティア(CV:洲崎綾)",サイバードラゴン,パート入れる方いたらお願いします
芝ちゃん部屋,2026/05/04,53,BRAND NEW STORY,金田一少年の事件簿R OP1,東京パフォーマンスドール,ジョージ,
けんちぃ部屋,2026/05/04,53,暁の車,機動戦士ガンダムSEED IN,FictionJunction YUUKA,和穂,
黒河部屋,2026/05/04,53,星合【パート分け】,名探偵コナン ED62,all at once,雪兎,ヒロさん、先行を雪兎が歌います。相方の方をお願いしますm(_ _)m >> 承知しましたm(_ _)m by ヒロ
冨塚部屋,2026/05/04,52,BRAVE EYES,新機動戦記ガンダムW BLIND TARGET IM,折笠愛,富居精市,
naoo部屋,2026/05/04,52,PS2ゲーム_テイルズ オブ ジ アビス 主題歌_カルマ_BUMP OF CHICKEN_2CH_画質UP版,,,シュウ,
芝ちゃん部屋,2026/05/04,52,サクラアマネクセカイ,D.C.II S.S.～ダ・カーポII セカンドシーズン～ OP,yozuca*,芝ちゃん,
けんちぃ部屋,2026/05/04,52,去り際のロマンティクス【_Ver2】,機動戦士ガンダムSEED FREEDOM ED,See-Saw,けんちぃ,
黒河部屋,2026/05/04,52,氷の上に立つように キー変更：-3,名探偵コナン ED6,小松未歩,ゆーき,これは、、見てない気がする、、
冨塚部屋,2026/05/04,51,Pray Pray Pray【DUO3]】,甘神さんちの縁結び OP2,甘神三姉妹,SRK,
naoo部屋,2026/05/04,51,部屋とガラクタと私【第2話まで】,ポンコツ風紀委員とスカート丈が不適切なJKの話 ED,ミーマイナー,naoo,本ターンよろしくお願いします
芝ちゃん部屋,2026/05/04,51,あさきゆめみし君と,D.C.II ～ダ・カーポII～プラスシチュエーション,yozuca,レイフ,よろしくお願いします
けんちぃ部屋,2026/05/04,51,INVOKE-インヴォーク-,機動戦士ガンダムSEED IN,T.M.Revolution,Kei,
黒河部屋,2026/05/04,51,Justice,金田一少年の事件簿 OP5,TWO-MIX,タカヒロ,
冨塚部屋,2026/05/04,50,Way to go,神達に拾われた男2 Op,MindaRyn,芝ちゃん,
naoo部屋,2026/05/04,50,【異世界のんびり農家】[OP]Flower Ring／ルールーシー＝ルー(CV下地紫野)ティア(CV洲崎 綾)〔ON-OFF〕,,,遊び人レベル世界3位,
芝ちゃん部屋,2026/05/04,50,トーキョーズ・ウェイ!,マッシュル-MASHLE-(第2期) ED,私立恵比寿中学,ジョージ,
けんちぃ部屋,2026/05/04,50,Petals,春夏秋冬代行者 春の舞 OP,"Orangestar,夏背",ゆに,
黒河部屋,2026/05/04,50,always,名探偵コナン 天国へのカウントダウン ED,倉木麻衣,ヒロ,
冨塚部屋,2026/05/04,49,おしえて A to Z,お,,ヒロ,
黒河部屋,2026/05/04,49,衝動,名探偵コナン OP17,B'z,黒河,
naoo部屋,2026/05/04,49,MONSTER,ようこそ実力至上主義の教室へ 4th Season 2年生編1学期 OP,藍井エイル,サイバードラゴン,まだ練習中
芝ちゃん部屋,2026/05/04,49,部屋移動の時間です。,,,システム,
けんちぃ部屋,2026/05/04,49,LET IT OUT,鋼の錬金術師 FULLMETAL ALCHEMIST ED 2,福原美穂,和穂,
冨塚部屋,2026/05/04,48,It's so all right!,新機動戦記ガンダムW BLIND TARGET IM,関俊彦,富居精市,
黒河部屋,2026/05/04,48,きみと恋のままで終われない いつも夢のままじゃいられない,名探偵コナン ED59,倉木麻衣,雪兎,
naoo部屋,2026/05/04,48,Butter-Fly,デジモンアドベンチャー OP,和田光司,Kei,
芝ちゃん部屋,2026/05/04,48,【メダリスト】BOW AND ARROW／米津玄師 (on-off) ※bb180,,,シュウ,
けんちぃ部屋,2026/05/04,48,[ブラーチャ／ 鋼の錬金術師] 鋼の錬金術師 挿入歌　(cut&コーラス入-on),-,,けんちぃ,
冨塚部屋,2026/05/04,47,泣いていいんだ,柚木さんちの四兄弟。 Op,flumpool,芝ちゃん,
黒河部屋,2026/05/04,47,アイのシナリオ キー変更：-4,まじっく快斗1412,CHiCO with HoneyWorks,ゆーき,
naoo部屋,2026/05/04,47,言伝 キー変更：-1,違国日記 ED,Bialystocks,ゆに,
芝ちゃん部屋,2026/05/04,47,SAKURAスキップ【パート分け】,NEW GAME! OP 1,fourfolium,遊び人レベル世界3位,
けんちぃ部屋,2026/05/04,47,ゴールデンタイムラバー,鋼の錬金術師 FULLMETAL ALCHEMIST OP 3,スキマスイッチ,Kei,
冨塚部屋,2026/05/04,46,青と親友,ホーリーアンデッド ED,長谷川育美,SRK,
黒河部屋,2026/05/04,46,CONFUSED MEMORIES,金田一少年の事件簿 OP1,円谷憂子,タカヒロ,
けんちぃ部屋,2026/05/04,46,コンパスは透明,最強の職業は勇者でも賢者でもなく鑑定士(仮)らしいですよ? OP,緑仙,ゆに,
naoo部屋,2026/05/04,46,lulu,葬送のフリーレン(2期) OP,Mrs.GREEN APPLE,ジョージ,
芝ちゃん部屋,2026/05/04,46,Bのリベンジ【アニメ映像ver2.0・3期6話まで・パート分け有り】,【推しの子】 IN,B小町,cp,
冨塚部屋,2026/05/04,45,Oasis,聖刻覇伝(ワースジード)ラシュオーンの嵐 ED,三重野瞳,富居精市,
黒河部屋,2026/05/04,45,あなたがいるから,名探偵コナン 瞳の中の暗殺者 劇場版第4弾,小松未歩,ヒロ,
けんちぃ部屋,2026/05/04,45,輝く空の静寂には,黒執事II,Kalafina,和穂,
naoo部屋,2026/05/04,45,【違国日記】 [OP] ソナーレ／TOMOO bb249 (On-Off),,,和穂,
芝ちゃん部屋,2026/05/04,45,何なんですか?,『女神「異世界転生何になりたいですか」 俺「勇者の肋骨で」,shallm,芝ちゃん,
冨塚部屋,2026/05/04,44,やさしい希望,赤髪の白雪姫 OP 1,早見沙織,ヒロ,
黒河部屋,2026/05/04,44,ギリギリchop,名探偵コナン OP6,B'z,黒河,
けんちぃ部屋,2026/05/04,44,【CR めぞん一刻 挿入歌】 アンブレラ ／ ichiko_けんちぃ_992,-,,けんちぃ,昨日作成したやつ
naoo部屋,2026/05/04,44,DIRTY,魔人探偵脳噛ネウロ,ナイトメア,naoo,
芝ちゃん部屋,2026/05/04,44,【本好きの下剋上 領主の養女】 [ED] 今も、ありがとう／生田絵梨花 ※bb296 (On-Off),,,ブルーベリー,
冨塚部屋,2026/05/04,43,春日影 (MyGO!!!!! ver.),BanG Dream! It's MyGO!!!!! In,MyGO!!!!!,芝ちゃん,
黒河部屋,2026/05/04,43,薔薇色の人生,名探偵コナン OP49,倉木麻衣,雪兎,
けんちぃ部屋,2026/05/04,43,モノクロのキス,黒執事 OP,シド,Kei,
naoo部屋,2026/05/04,43,曇天,銀魂,,Kei,
芝ちゃん部屋,2026/05/04,43,忘れてやらない,ぼっち・ざ・ろっく! IN 12話,"結束バンド,長谷川育美",シュウ,
冨塚部屋,2026/05/04,42,スキキライも追い越して -4人ver.-【DUO4]】,クラスの大嫌いな女子と結婚することになった。 ED2,"桜森朱音(CV:矢野妃菜喜),石倉陽鞠(CV:鈴代紗弓),北条糸青(CV:稗田寧々),桜森真帆(CV:前田佳織里)",SRK,
黒河部屋,2026/05/04,42,As the Dew【ニコニコ動画使用】,名探偵コナン OP28,GARNET CROW,ゆーき,よろしくお願いします！
けんちぃ部屋,2026/05/04,42,Magic,自称悪役令嬢な婚約者の観察記録。 ED,RLOEVO,ゆに,
naoo部屋,2026/05/04,42,blue hour,淡島百景 OP,Hana Hope,ゆに,
芝ちゃん部屋,2026/05/04,42,アンビバレント,薬屋のひとりごと OP 2,Uru,遊び人レベル世界3位,
冨塚部屋,2026/05/04,41,未知への扉,聖刻覇伝(ワースジード)ラシュオーンの嵐 OP,三重野瞳,富居精市,
黒河部屋,2026/05/04,41,Why?(FUNKY VESION),金田一少年の事件簿 OP6,COLOR,タカヒロ,
けんちぃ部屋,2026/05/04,41,DEAD OR LOVE,逃がした魚は大きかったが釣りあげた魚が大きすぎた件 ED,吉乃,和穂,もい一回！
naoo部屋,2026/05/04,41,究極の聖戦 (バトル),DRAGON BALL SUPER(超),串田アキラ,ジョージ,
